date,Token,Period,price,cfgi,data_price,data_volatility,data_volume,data_impulse,data_technical,data_social,data_dominance,data_trends,datas_whales,data_orders
2024-09-11 23:54:26,BTC,1 Day,57389.9,62,47,80.5,73,85,34.5,78.5,37.5,88.5,69,38.5
2024-09-12 23:54:27,BTC,1 Day,57950,56,48.5,82,74.5,71,36.5,84.5,37,74.5,64.5,51.5
2024-09-13 23:54:59,BTC,1 Day,60256,67,55.5,81,75,80.5,68,86.5,35.5,96.5,75.5,60.5
2024-09-14 23:53:55,BTC,1 Day,60030.6,65,54.5,83.5,75.5,83,55.5,82.5,37,77.5,65,60.5
2024-09-15 23:53:56,BTC,1 Day,59610,61,53,79.5,72,75.5,51,81.5,37,76.5,71.5,38
2024-09-16 23:55:36,BTC,1 Day,57964.2,43,48,22.5,30,31,39,76,37.5,71,58,47.5
2024-09-17 23:55:43,BTC,1 Day,60276.9,55,55,23.5,29,47.5,70,81.5,35.5,86.5,31.5,77
2024-09-18 23:56:09,BTC,1 Day,60272,57,55,74.5,73.5,59.5,61,83,36,73,78.5,68.5
2024-09-19 23:52:45,BTC,1 Day,62971,75,61.5,76.5,76,92.5,67.5,88,34,98,1,65
2024-09-20 23:53:26,BTC,1 Day,63155.9,72,62,82.5,77.5,88.5,65.5,86,34,76,21,64.5
2024-09-21 23:53:08,BTC,1 Day,63063.2,67,61.5,85.5,76.5,77,64.5,83.5,34,78.5,84,60.5
2024-09-22 23:53:03,BTC,1 Day,63173.9,64,62,85.5,71.5,61,60,84.5,34,89.5,88.5,29.5
2024-09-23 23:58:09,BTC,1 Day,63392,65,62.5,77,70,56,60,87,40,97,28.5,51
2024-09-24 23:53:40,BTC,1 Day,64094,64,64.5,70,71,59,72.5,86.5,39.5,76.5,24.5,66
2024-09-25 23:54:09,BTC,1 Day,63528.2,63,61,67.5,71.5,52.5,62,87,40,92,60.5,60.5
2024-09-26 23:54:22,BTC,1 Day,65000,66,64.5,67,71,67,78,85.5,39,80.5,43.5,66.5
2024-09-27 23:54:12,BTC,1 Day,65788.8,69,66.5,71,73,70,71,88,38.5,98,56.5,78
2024-09-28 23:54:45,BTC,1 Day,65644,71,66,74.5,72.5,79.5,65.5,86.5,38.5,96.5,68,79
2024-09-29 23:56:34,BTC,1 Day,65810.2,67,66.5,76,69.5,66.5,65.5,84,38.5,89,83,84.5
2024-09-30 23:53:50,BTC,1 Day,63681.4,52,56,25.5,32.5,34,60,81,40,86,3,35.5
2024-10-01 23:55:34,BTC,1 Day,61211.5,34,47,23.5,29.5,8.5,31,78.5,42,83.5,63,55.5
2024-10-02 23:53:45,BTC,1 Day,60816,31,46,15,24,4.5,32,77.5,42,87.5,62,54.5
2024-10-03 23:54:15,BTC,1 Day,60769.8,32,46,10.5,23.5,11,42.5,77.5,42,67.5,39.5,53.5
2024-10-04 23:54:30,BTC,1 Day,62317.8,59,51.5,89.5,75.5,50.5,62.5,82,41,92,33.5,60.5
2024-10-05 23:53:10,BTC,1 Day,61859.5,57,50,84.5,74,62.5,55.5,84,41.5,79,53,57.5
2024-10-07 23:53:09,BTC,1 Day,63354.2,63,55.5,72.5,67.5,70.5,67.5,86.5,40.5,91.5,24.5,65.5
2024-10-08 23:53:03,BTC,1 Day,62471.1,55,52,72,70,57.5,60,78,41,68,76,60.5
2024-10-09 23:53:04,BTC,1 Day,60920.5,44,45.5,30,30,31.5,26.5,78.5,42,88.5,16.5,54.5
2024-10-10 23:53:33,BTC,1 Day,60000,37,42.5,29.5,30,23,29,72,43,62,53,50.5
2024-10-11 23:53:48,BTC,1 Day,62956.6,55,54.5,26.5,29.5,49.5,72.5,85,40.5,75,55,60.5
2024-10-12 23:54:15,BTC,1 Day,63140,62,55,74,71.5,72.5,70,84.5,40.5,74.5,46,32.5
2024-10-13 23:53:25,BTC,1 Day,62892,65,54,75,69,80.5,60,83.5,40.5,88.5,72,58.5
2024-10-14 23:53:35,BTC,1 Day,65808.9,72,63.5,76,67.5,87,80,88,38.5,78,17.5,82
2024-10-15 23:54:44,BTC,1 Day,66471.9,74,65,85.5,73,88.5,75.5,86.5,38.5,91.5,59,58
2024-10-16 23:54:43,BTC,1 Day,67521.8,78,67.5,89.5,78,94.5,73.5,87,37.5,82,84,63
2024-10-17 23:54:14,BTC,1 Day,67050,69,65,87.5,78.5,77,63,84,37.5,74,45,60.5
2024-10-18 23:53:54,BTC,1 Day,68300,70,69,86,77.5,72,70,87.5,36.5,82.5,66,77
2024-10-19 23:54:04,BTC,1 Day,68299.9,69,68.5,84.5,77.5,62.5,70,83.5,37,93.5,79.5,82.5
2024-10-20 23:58:13,BTC,1 Day,68780,70,70,72,72.5,67.5,72.5,84.5,36.5,94.5,37.5,83.5
2024-10-21 23:55:22,BTC,1 Day,67777.3,60,63.5,29.5,30,49,63,84,37.5,74,76.5,58.5
2024-10-22 23:54:28,BTC,1 Day,67518,57,62,30.5,26.5,40.5,70,82.5,37.5,77.5,15,43
2024-10-23 23:56:40,BTC,1 Day,66376,45,56.5,30,26,21.5,63.5,78,38,68,80.5,49
2024-10-24 23:55:40,BTC,1 Day,68318,64,63.5,72,74,51.5,75.5,85.5,37,75.5,41,96.5
2024-10-25 23:55:12,BTC,1 Day,67244.9,57,58,28.5,26,47,70,83.5,37.5,78.5,34,67
2024-10-26 23:55:59,BTC,1 Day,67154.5,59,57.5,72,76.5,54,67.5,78.5,38,73.5,74.5,60.5
2024-10-27 23:56:58,BTC,1 Day,68144.2,59,60.5,31.5,27.5,49.5,73.5,85.5,37,75.5,70.5,88.5
2024-10-28 23:57:07,BTC,1 Day,69866.5,71,65.5,69.5,69.5,79,80,87.5,36,92.5,13.5,99
2024-10-29 23:56:34,BTC,1 Day,72800,79,72,76,72.5,95,75.5,88.5,34,83.5,87,98
2024-10-30 23:55:45,BTC,1 Day,72399,80,70.5,87,80.5,95,69,87.5,34,97.5,76,96.5
2024-10-31 23:56:10,BTC,1 Day,70455.2,67,61.5,90.5,79.5,74,67.5,83.5,35.5,78.5,33,44
2024-11-01 23:55:37,BTC,1 Day,69412.3,47,57.5,13,20.5,25.5,66.5,80,36,75,45,30
2024-11-02 23:57:49,BTC,1 Day,69419.8,44,57.5,18,18.5,16.5,74.5,82,36,77,80,36.5
2024-11-03 23:56:35,BTC,1 Day,68862,46,55.5,21.5,24.5,24.5,59,75,36.5,85,78,56
2024-11-04 23:57:14,BTC,1 Day,68060,46,52,19.5,24.5,28,53.5,79.5,31.5,89.5,37.5,60
2024-11-05 23:57:10,BTC,1 Day,69482,55,56.5,20.5,23.5,44,72.5,86,31.5,81,62,60
2024-11-06 23:59:14,BTC,1 Day,75622.3,79,70,71,78.5,95,82.5,89,27,99,89,75
2024-11-07 23:59:45,BTC,1 Day,75838,82,70.5,91.5,94.5,99,71,88,27,98,19.5,96
2024-11-08 23:45:34,BTC,1 Day,76485.3,82,71.5,96,93.5,99,71,87.5,26.5,82.5,75,86
2024-11-09 23:45:16,BTC,1 Day,76495.1,75,71.5,97.5,91.5,84.5,67.5,86,26.5,76,85.5,77
2024-11-09 23:59:39,BTC,1 Day,76545.5,77,71.5,97.5,91.5,85,72.5,86,26.5,96,38,77.5
2024-11-10 23:59:13,BTC,1 Day,80700,82,77.5,97,85.5,93.5,75.5,88.5,24,83.5,8,67
2024-11-11 23:59:02,BTC,1 Day,87908,88,84,95.5,91.5,99,80,88,20,98,90.5,75
2024-11-12 23:51:49,BTC,1 Day,88624.9,88,84.5,99,97,99,69,88,36,83,54,65
2024-11-13 23:45:17,BTC,1 Day,89637.6,88,83.5,99,99,99,70,86.5,35.5,76.5,82,63
2024-11-13 23:59:47,BTC,1 Day,89686,88,83.5,99,99,99,70,86.5,35.5,91.5,46.5,61
2024-11-14 23:45:07,BTC,1 Day,87881.9,77,76,99,99,81,65.5,84,36.5,74,74.5,62
2024-11-15 23:45:00,BTC,1 Day,91462.4,80,78,99,99,86,72.5,81.5,34.5,91.5,77,68
2024-11-15 23:59:32,BTC,1 Day,91197,79,78,99,99,84.5,72.5,81.5,34.5,76.5,21,65.5
2024-11-16 23:59:33,BTC,1 Day,90483.5,74,76,95.5,98.5,57.5,63,86.5,35,76.5,67.5,64
2024-11-17 23:48:31,BTC,1 Day,89456,72,73,78,95,73.5,63,82,33.5,77,52,63.5
2024-11-18 23:59:43,BTC,1 Day,91140.7,73,75.5,78,91,58,72.5,86,32.5,91,79,65.5
2024-11-19 23:46:48,BTC,1 Day,91654.5,73,76,76,92.5,62,78,88,32.5,83,19.5,66.5
2024-11-20 23:46:03,BTC,1 Day,94009.8,79,78.5,79,92.5,86,75.5,87.5,31,82.5,51.5,76.5
2024-11-21 23:45:45,BTC,1 Day,98150,85,81.5,79,93,98.5,71,87.5,29,77.5,27,89.5
2024-11-23 23:45:59,BTC,1 Day,97560.5,82,78,95.5,96.5,93,61,84,34.5,94,54.5,89.5
2024-11-24 23:52:06,BTC,1 Day,97600,74,78,93.5,93,61,74.5,76.5,33.5,81.5,60.5,92
2024-11-25 23:45:46,BTC,1 Day,93465,42,65,12,9,12,63.5,79,36,69,51.5,44.5
2024-11-26 23:59:12,BTC,1 Day,91820,34,61,14,7,4,59,70,36.5,65,64,49
2024-11-27 23:58:32,BTC,1 Day,96116,45,67,9.5,5,16.5,75.5,78.5,34,73.5,17.5,69.5
2024-11-28 23:59:53,BTC,1 Day,95640,68,66.5,89,94,61,69,80.5,34.5,90.5,61.5,66
2024-11-29 23:47:38,BTC,1 Day,97460.2,77,68.5,85.5,91,91.5,69,83.5,33.5,88.5,81,88
2024-11-30 23:45:00,BTC,1 Day,96602,69,66.5,85.5,88.5,73,69,81.5,38.5,71.5,84.5,45.5
2024-12-01 23:48:53,BTC,1 Day,97663,69,67.5,83,83.5,75,69,81.5,38,76.5,39,86.5
2024-12-02 23:48:31,BTC,1 Day,95388.9,54,62,18.5,20,36,62,80,39,75,83.5,30.5
2024-12-03 23:46:28,BTC,1 Day,95867.6,58,63,30.5,16.5,43,70,78.5,37,88.5,73.5,67
2024-12-04 23:52:16,BTC,1 Day,98191,68,67,69.5,85.5,55.5,75.5,84,39.5,94,14,88
2024-12-05 23:46:53,BTC,1 Day,96519.6,65,61.5,72.5,88.5,59,70,87.5,39.5,82.5,17.5,66
2024-12-06 23:48:46,BTC,1 Day,100580,76,68,72,98.5,88.5,73.5,82,40.5,77,17.5,97
2024-12-07 23:50:46,BTC,1 Day,99900,71,67,77.5,97.5,72,69,86,40.5,96,74,94.5
2024-12-08 23:56:34,BTC,1 Day,100100,72,67.5,80,92.5,82.5,67.5,84.5,40.5,74.5,49,96
2024-12-09 23:52:35,BTC,1 Day,97024,51,57.5,18.5,13.5,38,59,79,42,74,17.5,59
2024-12-10 23:45:57,BTC,1 Day,96781.3,45,57,22,8.5,23.5,65.5,76,42,71,86,47.5
2024-12-11 23:50:40,BTC,1 Day,101290,56,64,19.5,7,40.5,75.5,85.5,34.5,75.5,58.5,96
2024-12-12 23:59:48,BTC,1 Day,100474,68,62.5,81,92,73,73.5,84.5,35,89.5,61,95.5
2024-12-13 23:57:48,BTC,1 Day,101343,74,63.5,81,90,89,71,82,34.5,87,64,95.5
2024-12-14 23:57:26,BTC,1 Day,101139,65,62.5,83,86,65.5,65.5,82.5,33,87.5,64,94
2024-12-15 23:57:44,BTC,1 Day,103285,72,66.5,83,81,82,73.5,86,32,96,88,84
2024-12-16 23:59:45,BTC,1 Day,105816,76,69.5,86.5,80,90,66.5,87,30.5,77,51.5,74
2024-12-17 23:58:45,BTC,1 Day,106017,77,70,84.5,85.5,92.5,67.5,84,31,74,77.5,78
2024-12-18 23:57:11,BTC,1 Day,101176,49,57,12.5,14.5,39,59,79.5,30,74.5,73.5,80
2024-12-19 23:58:46,BTC,1 Day,98164.4,30,50.5,13,10,3.5,50,69.5,31.5,79.5,52,68
2024-12-20 23:57:23,BTC,1 Day,97484,26,49.5,7,6.5,1,47.5,69,31.5,59,3.5,62
2024-12-21 23:57:28,BTC,1 Day,97069.3,32,48.5,4.5,4.5,7,51,78.5,31.5,88.5,69,54.5
2024-12-22 23:45:31,BTC,1 Day,95160.9,32,45,4,8.5,17,45.5,70,32.5,65,15,33.5
2024-12-25 23:45:16,BTC,1 Day,98843.1,63,53,76,83,78.5,61,81,27.5,86,54,85.5
2024-12-25 23:59:56,BTC,1 Day,98807.2,62,53,76,83,78.5,61,81,28,76,53.5,86
2024-12-26 23:59:51,BTC,1 Day,95808.5,54,46.5,79.5,79,69.5,40,76.5,29.5,81.5,79,53
2024-12-27 23:45:07,BTC,1 Day,94556,37,44.5,20,22.5,24,39,71.5,30,66.5,78.5,24.5
2024-12-28 23:45:07,BTC,1 Day,95147.8,36,46,18,21.5,12,50,79.5,30,89.5,1,55
2024-12-29 23:45:08,BTC,1 Day,93652,35,43,18,26.5,19.5,41,76.5,29,66.5,62.5,27.5
2024-12-30 23:49:59,BTC,1 Day,92700,36,41.5,16,28,27.5,33,73.5,29,63.5,79,52.5
2024-12-31 23:49:49,BTC,1 Day,93785.2,42,44,16,25.5,31.5,45.5,76,28.5,86,84,55
2025-01-01 23:49:41,BTC,1 Day,94897.8,51,47,72,74.5,54,49,76,28,81,49.5,58.5
2025-01-02 23:49:20,BTC,1 Day,97002,63,51.5,69.5,71.5,82,65.5,82,28.5,87,58,54.5
2025-01-03 23:50:02,BTC,1 Day,98290.8,69,54.5,76,73,90.5,64.5,83.5,27.5,88.5,84.5,67.5
2025-01-04 23:50:03,BTC,1 Day,98460.8,68,54.5,82,72,89.5,69,81,30.5,71,74,76
2025-01-05 23:49:53,BTC,1 Day,98578,64,55,84.5,69.5,76,74.5,78,30,88,56.5,78
2025-01-06 23:49:49,BTC,1 Day,102043,71,62,81.5,68,85,78,85,28,90,1,84
2025-01-07 23:50:12,BTC,1 Day,97023.4,54,50,85,71.5,51.5,56.5,76.5,31,71.5,1,51
2025-01-08 23:50:17,BTC,1 Day,95083.4,39,46,20,23.5,26,45.5,71,28,66,49,56.5
2025-01-09 23:50:17,BTC,1 Day,92378.7,24,41.5,16,20.5,1,35.5,68,29.5,63,2.5,48.5
2025-01-10 23:50:07,BTC,1 Day,94750,34,46.5,9,18.5,12.5,49,75.5,28.5,85.5,83.5,58.5
2025-01-11 23:49:38,BTC,1 Day,94640.2,41,46.5,8,18,30.5,44.5,76,28.5,86,76,51
2025-01-12 23:49:28,BTC,1 Day,94075.9,51,45.5,91.5,75.5,59,39,77,29,72,38.5,58.5
2025-01-13 23:49:38,BTC,1 Day,94324.7,47,45.5,74.5,71.5,51,42,71.5,25.5,66.5,8.5,64.5
2025-01-14 23:49:25,BTC,1 Day,96619.4,57,51,69.5,78.5,68,69,80,26,75,71,58.5
2025-01-15 23:49:26,BTC,1 Day,99775.4,70,57.5,73,79.5,88.5,78,82.5,28,77.5,90.5,88
2025-01-16 23:49:22,BTC,1 Day,99669.2,72,57,84,81,93,71,83.5,26.5,73.5,10,82.5
2025-01-17 23:49:08,BTC,1 Day,104204,79,64.5,87.5,81,98,80,85.5,26.5,95.5,71.5,68
2025-01-18 23:49:13,BTC,1 Day,104148,74,64.5,94,85,91.5,70,82,25,77,71,76.5
2025-01-19 23:49:06,BTC,1 Day,101205,65,56.5,94.5,83,76.5,70,83.5,29,78.5,1,76
2025-01-20 23:48:57,BTC,1 Day,103479,65,60.5,88.5,87,53,67.5,83.5,28.5,93.5,50.5,82.5
2025-01-21 23:49:56,BTC,1 Day,106295,66,64.5,79,97,61.5,73.5,79.5,23.5,74.5,1,99
2025-01-22 23:50:02,BTC,1 Day,104180,65,60,82.5,96.5,73.5,67.5,81,24.5,76,82.5,99
2025-01-23 23:50:20,BTC,1 Day,104087,64,59.5,77,92,71.5,72.5,77,24.5,67,1,99
2025-01-24 23:51:18,BTC,1 Day,105080,54,61,23,6,48,72.5,83.5,26,73.5,54,99
2025-01-25 23:50:15,BTC,1 Day,105086,63,61,77.5,90,60,73.5,78,26,83,80.5,99
2025-01-26 23:50:40,BTC,1 Day,104604,61,60,73,82.5,56.5,74.5,78.5,25.5,73.5,18,99
2025-01-27 23:50:46,BTC,1 Day,101862,44,53,28,23,25.5,63.5,71.5,25,76.5,4.5,99
2025-01-28 23:50:35,BTC,1 Day,101308,41,51.5,29,15,18,57.5,78,23,83,58.5,99
2025-01-29 23:50:26,BTC,1 Day,103563,54,56.5,25.5,18,46.5,72.5,78.5,22.5,83.5,92,99
2025-01-30 23:50:23,BTC,1 Day,105142,64,59.5,74.5,80.5,72.5,78,83.5,22,73.5,84.5,99
2025-01-31 23:50:32,BTC,1 Day,102316,56,52.5,74,78.5,65,59,79,26.5,69,82.5,99
2025-02-01 23:50:06,BTC,1 Day,100883,44,49.5,28,22.5,33,55.5,71,27.5,66,9.5,99
2025-02-02 23:50:23,BTC,1 Day,97565.4,27,42.5,25,26,5.5,33,66.5,25,61.5,31.5,95
2025-02-03 23:50:16,BTC,1 Day,101540,42,51,15.5,21.5,25,63.5,72.5,16,77.5,88,99
2025-02-04 23:50:13,BTC,1 Day,97728.2,34,44,15.5,9.5,19.5,37.5,77,19,72,18,50.5
